Number	Name	Status	Country	Checkpoint	Latitude	Longitude	Distance	Time	Speed	Arrival.Dogs	Elapsed.Time	Departure.Dogs	Departure	Arrival
54	Geir Idar Hjelvik	Veteran	Norway	Manley	65.0317	-150.6352	90	14.68	6.13	16	5.27	15	2017-03-07 18:55:00	2017-03-07 13:39:00
20	Karin Hendrickson	Veteran	United States	Manley	65.0317	-150.6352	90	15.1	5.96	16	3.47	16	2017-03-07 17:26:00	2017-03-07 13:58:00
48	Justin High	Rookie	United States	Manley	65.0317	-150.6352	90	14.4	6.25	16	6.12	15	2017-03-07 20:16:00	2017-03-07 14:09:00
4	Misha Wiljes	Rookie	Czech Republic	Manley	65.0317	-150.6352	90	16.23	5.54	15	7	15	2017-03-07 21:29:00	2017-03-07 14:29:00
44	Ramey Smyth	Veteran	United States	Manley	65.0317	-150.6352	90	14.5	6.21	16	0.32	16	2017-03-07 14:55:00	2017-03-07 14:36:00
47	Paul Hansen	Rookie	United States	Manley	65.0317	-150.6352	90	15.68	5.74	16	3.12	15	2017-03-07 18:00:00	2017-03-07 14:53:00
58	Monica Zappa	Veteran	United States	Manley	65.0317	-150.6352	90	14.48	6.21	16	6.67	15	2017-03-07 21:37:00	2017-03-07 14:57:00
46	Charley Bejna	Veteran	United States	Manley	65.0317	-150.6352	90	14.62	6.16	16	4.7	15	2017-03-07 19:41:00	2017-03-07 14:59:00
49	Justin Stielstra	Rookie	United States	Manley	65.0317	-150.6352	90	13.92	6.47	16	11.05	15	2017-03-08 02:06:00	2017-03-07 15:03:00
40	Thomas Rosenbloom	Rookie	United States	Manley	65.0317	-150.6352	90	15.85	5.68	16	6.68	15	2017-03-07 22:31:00	2017-03-07 15:50:00
12	Joe Carson	Rookie	United States	Manley	65.0317	-150.6352	90	15.58	5.78	16	6.87	16	2017-03-07 22:46:00	2017-03-07 15:54:00
42	Zoya DeNure	Veteran	United States	Manley	65.0317	-150.6352	90	15.62	5.76	16	7.75	16	2017-03-07 23:56:00	2017-03-07 16:11:00
67	Trent Herbst	Veteran	United States	Manley	65.0317	-150.6352	90	16.67	5.4	16	0.57	14	2017-03-07 17:34:00	2017-03-07 17:00:00
68	Mark May	Veteran	United States	Manley	65.0317	-150.6352	90	14.33	6.28	16	8.7	16	2017-03-08 02:05:00	2017-03-07 17:23:00
51	Seth Barnes	Veteran	United States	Manley	65.0317	-150.6352	90	17.37	5.18	16	0.42	16	2017-03-07 17:53:00	2017-03-07 17:28:00
35	Alan Eischens	Veteran	United States	Manley	65.0317	-150.6352	90	16.35	5.5	16	7.85	16	2017-03-08 01:28:00	2017-03-07 17:37:00
72	Dave Delcourt	Rookie	United States	Manley	65.0317	-150.6352	90	15.82	5.69	15	7.62	15	2017-03-08 01:29:00	2017-03-07 17:52:00
55	Matthew Failor	Veteran	United States	Manley	65.0317	-150.6352	90	15.93	5.65	16	8.52	15	2017-03-08 02:36:00	2017-03-07 18:05:00
53	Peter Reuter	Rookie	United States	Manley	65.0317	-150.6352	90	17.02	5.29	16	9.22	15	2017-03-08 03:24:00	2017-03-07 18:11:00
61	Michael Baker	Rookie	United States	Manley	65.0317	-150.6352	90	16.3	5.52	16	8.72	14	2017-03-08 03:01:00	2017-03-07 18:18:00
17	Kristin Bacon	Veteran	United States	Manley	65.0317	-150.6352	90	17.27	5.21	15	5.82	15	NA	2017-03-07 18:41:00
71	Larry Daugherty	Veteran	United States	Manley	65.0317	-150.6352	90	17.18	5.24	15	6.77	15	2017-03-08 02:05:00	2017-03-07 19:19:00
31	Cindy Abbott	Veteran	United States	Manley	65.0317	-150.6352	90	18.42	4.89	16	8.27	16	2017-03-08 03:41:00	2017-03-07 19:25:00
30	Ellen Halverson	Veteran	United States	Manley	65.0317	-150.6352	90	17.5	5.14	16	7.95	16	2017-03-08 04:38:00	2017-03-07 20:41:00
10	Roger Lee	Rookie	England	Manley	65.0317	-150.6352	90	26.72	3.37	16	7.12	16	2017-03-08 03:56:00	2017-03-07 20:49:00
43	Jimmy Lebling	Rookie	United States	Manley	65.0317	-150.6352	90	18.83	4.78	16	9.98	15	2017-03-08 07:09:00	2017-03-07 21:10:00
24	Nicolas Petit	Veteran	United States	Tanana	65.201	-152.0816	66	6.97	9.47	16	6.93	16	2017-03-08 01:40:00	2017-03-07 18:44:00
15	Martin Buser	Veteran	United States	Tanana	65.201	-152.0816	66	7.75	8.52	16	8.02	16	2017-03-08 03:21:00	2017-03-07 19:20:00
16	Mitch Seavey	Veteran	United States	Tanana	65.201	-152.0816	66	7.8	8.46	16	5.32	16	2017-03-08 01:19:00	2017-03-07 20:00:00
64	Jason Mackey	Veteran	United States	Tanana	65.201	-152.0816	66	7.63	8.65	16	8	16	2017-03-08 04:01:00	2017-03-07 20:01:00
29	Wade Marrs	Veteran	United States	Tanana	65.201	-152.0816	66	8.35	7.9	16	4.98	16	2017-03-08 01:07:00	2017-03-07 20:08:00
18	Dallas Seavey	Veteran	United States	Tanana	65.201	-152.0816	66	7.95	8.3	16	4.93	16	2017-03-08 01:07:00	2017-03-07 20:11:00
25	Peter Kaiser	Veteran	United States	Tanana	65.201	-152.0816	66	11.07	5.96	16	4.57	16	2017-03-08 01:07:00	2017-03-07 20:33:00
38	Joar Leifseth Ulsom	Veteran	Norway	Tanana	65.201	-152.0816	66	11.78	5.6	16	5.22	14	2017-03-08 02:09:00	2017-03-07 20:56:00
41	Aliy Zirkle	Veteran	United States	Tanana	65.201	-152.0816	66	11.9	5.55	16	5.42	16	2017-03-08 02:25:00	2017-03-07 21:00:00
14	Ray Redington Jr.	Veteran	United States	Tanana	65.201	-152.0816	66	11.53	5.72	14	8.03	14	2017-03-08 05:09:00	2017-03-07 21:07:00
34	Jeff King	Veteran	United States	Tanana	65.201	-152.0816	66	9.13	7.23	15	8	15	2017-03-08 05:19:00	2017-03-07 21:19:00
2	Ryan Redington	Veteran	United States	Tanana	65.201	-152.0816	66	11.65	5.67	14	8.22	13	2017-03-08 05:33:00	2017-03-07 21:20:00
9	Michelle Phillips	Veteran	Canada	Tanana	65.201	-152.0816	66	11.87	5.56	16	5.03	16	2017-03-08 02:24:00	2017-03-07 21:22:00
65	John Baker	Veteran	United States	Tanana	65.201	-152.0816	66	8.25	8	16	4.72	15	2017-03-08 02:28:00	2017-03-07 21:45:00
63	Noah Burmeister	Veteran	United States	Tanana	65.201	-152.0816	66	11.58	5.7	16	4.98	16	2017-03-08 02:44:00	2017-03-07 21:45:00
33	Mats Pettersson	Veteran	Sweden	Tanana	65.201	-152.0816	66	7.88	8.37	15	8.2	15	2017-03-08 06:03:00	2017-03-07 21:51:00
5	Cody Strathe	Veteran	United States	Tanana	65.201	-152.0816	66	7.7	8.57	16	8.38	16	2017-03-08 06:17:00	2017-03-07 21:54:00
50	Hugh Neff	Veteran	United States	Tanana	65.201	-152.0816	66	11.45	5.76	15	8.2	14	2017-03-08 06:07:00	2017-03-07 21:55:00
37	Jessie Royer	Veteran	United States	Tanana	65.201	-152.0816	66	11.78	5.6	16	5.1	16	2017-03-08 03:20:00	2017-03-07 22:14:00
13	Sebastien Vergnaud	Rookie	France	Tanana	65.201	-152.0816	66	8.2	8.05	12	5.83	12	2017-03-08 04:05:00	2017-03-07 22:15:00
69	Scott Smith	Veteran	United States	Tanana	65.201	-152.0816	66	11.95	5.52	15	8.38	15	2017-03-08 06:38:00	2017-03-07 22:15:00
28	Jodi Bailey	Veteran	United States	Tanana	65.201	-152.0816	66	10.22	6.46	16	10.05	16	2017-03-08 08:20:00	2017-03-07 22:17:00
21	Richie Diehl	Veteran	United States	Tanana	65.201	-152.0816	66	12.6	5.24	14	5.12	13	2017-03-08 03:27:00	2017-03-07 22:20:00
39	Ralph Johannessen	Veteran	Norway	Tanana	65.201	-152.0816	66	7.97	8.28	16	8.02	14	2017-03-08 06:46:00	2017-03-07 22:45:00
11	Ketil Reitan	Veteran	United States	Tanana	65.201	-152.0816	66	11.12	5.94	16	8.32	14	2017-03-08 07:05:00	2017-03-07 22:46:00
6	Linwood Fiedler	Veteran	United States	Tanana	65.201	-152.0816	66	7.92	8.34	16	8.53	14	2017-03-08 07:29:00	2017-03-07 22:57:00
32	Hans Gatt	Veteran	Canada	Tanana	65.201	-152.0816	66	7.67	8.61	15	8	15	2017-03-08 07:07:00	2017-03-07 23:07:00
45	Lars Monsen	Veteran	Norway	Tanana	65.201	-152.0816	66	12.7	5.2	15	6.02	15	2017-03-08 05:15:00	2017-03-07 23:14:00
57	Paul Gebhardt	Veteran	United States	Tanana	65.201	-152.0816	66	11.57	5.71	15	7.55	15	2017-03-08 07:16:00	2017-03-07 23:43:00
52	Katherine Keith	Veteran	United States	Tanana	65.201	-152.0816	66	11.8	5.59	15	4.47	14	2017-03-08 04:18:00	2017-03-07 23:50:00
60	Dave Branholm	Veteran	United States	Tanana	65.201	-152.0816	66	7.87	8.39	16	9.85	15	2017-03-08 10:53:00	2017-03-08 01:02:00
62	Nathan Schroeder	Veteran	United States	Tanana	65.201	-152.0816	66	8.65	7.63	16	8.08	16	2017-03-08 09:19:00	2017-03-08 01:14:00
70	Robert Redington	Rookie	United States	Tanana	65.201	-152.0816	66	8.7	7.59	16	5.38	15	2017-03-08 06:57:00	2017-03-08 01:34:00
36	Allen Moore	Veteran	United States	Tanana	65.201	-152.0816	66	12.27	5.38	16	8	16	2017-03-08 10:05:00	2017-03-08 02:05:00
22	DeeDee Jonrowe	Veteran	United States	Tanana	65.201	-152.0816	66	8.77	7.53	16	13.97	15	2017-03-08 16:35:00	2017-03-08 02:37:00
19	Gunnar Johnson	Veteran	United States	Tanana	65.201	-152.0816	66	10.02	6.59	16	7.25	15	2017-03-08 10:00:00	2017-03-08 02:45:00
27	Rick Casillo	Veteran	United States	Tanana	65.201	-152.0816	66	11.88	5.55	16	4.68	16	2017-03-08 07:58:00	2017-03-08 03:17:00
8	Ryan Anderson	Rookie	United States	Tanana	65.201	-152.0816	66	11.2	5.89	15	8.13	11	2017-03-08 11:54:00	2017-03-08 03:46:00
20	Karin Hendrickson	Veteran	United States	Tanana	65.201	-152.0816	66	10.48	6.3	16	8.02	13	2017-03-08 11:56:00	2017-03-08 03:55:00
48	Justin High	Rookie	United States	Tanana	65.201	-152.0816	66	7.88	8.37	15	12.32	13	2017-03-08 16:28:00	2017-03-08 04:09:00
44	Ramey Smyth	Veteran	United States	Tanana	65.201	-152.0816	66	13.35	4.94	16	5.57	16	2017-03-08 09:50:00	2017-03-08 04:16:00
47	Paul Hansen	Rookie	United States	Tanana	65.201	-152.0816	66	10.7	6.17	15	9.88	15	2017-03-08 14:35:00	2017-03-08 04:42:00
73	Kristy Berington	Veteran	United States	Tanana	65.201	-152.0816	66	11.95	5.52	15	6.48	15	2017-03-08 11:38:00	2017-03-08 05:09:00
66	Anna Berington	Veteran	United States	Tanana	65.201	-152.0816	66	11.95	5.52	13	6.43	12	2017-03-08 11:37:00	2017-03-08 05:11:00
58	Monica Zappa	Veteran	United States	Tanana	65.201	-152.0816	66	8.12	8.13	15	8.78	13	2017-03-08 14:31:00	2017-03-08 05:44:00
59	Ken Anderson	Veteran	United States	Tanana	65.201	-152.0816	66	13.15	5.02	16	0.38	16	2017-03-08 06:42:00	2017-03-08 06:19:00
40	Thomas Rosenbloom	Rookie	United States	Tanana	65.201	-152.0816	66	8.23	8.02	15	8	15	2017-03-08 14:45:00	2017-03-08 06:45:00
12	Joe Carson	Rookie	United States	Tanana	65.201	-152.0816	66	8	8.25	16	10.67	16	2017-03-08 17:26:00	2017-03-08 06:46:00
56	Melissa Stewart	Veteran	United States	Tanana	65.201	-152.0816	66	12.68	5.2	15	0.92	15	2017-03-08 07:52:00	2017-03-08 06:57:00
26	Nicolas Vanier	Rookie	France	Tanana	65.201	-152.0816	66	13.63	4.84	16	6.27	15	2017-03-08 13:31:00	2017-03-08 07:15:00
51	Seth Barnes	Veteran	United States	Tanana	65.201	-152.0816	66	13.43	4.91	16	5.08	15	2017-03-08 12:24:00	2017-03-08 07:19:00
42	Zoya DeNure	Veteran	United States	Tanana	65.201	-152.0816	66	7.92	8.34	16	10.93	15	2017-03-08 18:47:00	2017-03-08 07:51:00
67	Trent Herbst	Veteran	United States	Tanana	65.201	-152.0816	66	14.38	4.59	14	9.28	14	2017-03-08 17:14:00	2017-03-08 07:57:00
46	Charley Bejna	Veteran	United States	Tanana	65.201	-152.0816	66	12.43	5.31	15	6.9	15	2017-03-08 15:01:00	2017-03-08 08:07:00
54	Geir Idar Hjelvik	Veteran	Norway	Tanana	65.201	-152.0816	66	13.48	4.89	15	6.07	15	2017-03-08 14:28:00	2017-03-08 08:24:00
23	Mark Selland	Veteran	United States	Tanana	65.201	-152.0816	66	13.62	4.85	15	9.98	14	2017-03-08 18:35:00	2017-03-08 08:36:00
7	Laura Neese	Rookie	United States	Tanana	65.201	-152.0816	66	14.37	4.59	15	0.28	14	2017-03-08 09:10:00	2017-03-08 08:53:00
35	Alan Eischens	Veteran	United States	Tanana	65.201	-152.0816	66	7.95	8.3	16	10.83	16	2017-03-08 20:15:00	2017-03-08 09:25:00
49	Justin Stielstra	Rookie	United States	Tanana	65.201	-152.0816	66	8.27	7.98	15	11.73	15	2017-03-08 22:06:00	2017-03-08 10:22:00
17	Kristin Bacon	Veteran	United States	Tanana	65.201	-152.0816	66	10.27	6.43	15	9.3	13	2017-03-08 20:04:00	2017-03-08 10:46:00
68	Mark May	Veteran	United States	Tanana	65.201	-152.0816	66	9.5	6.95	16	0	NA	NA	2017-03-08 11:35:00
4	Misha Wiljes	Rookie	Czech Republic	Tanana	65.201	-152.0816	66	14.68	4.49	15	7.43	14	2017-03-08 19:36:00	2017-03-08 12:10:00
53	Peter Reuter	Rookie	United States	Tanana	65.201	-152.0816	66	8.8	7.5	15	10.68	14	2017-03-08 22:53:00	2017-03-08 12:12:00
72	Dave Delcourt	Rookie	United States	Tanana	65.201	-152.0816	66	11.32	5.83	15	9.7	13	2017-03-08 22:30:00	2017-03-08 12:48:00
61	Michael Baker	Rookie	United States	Tanana	65.201	-152.0816	66	11.68	5.65	14	8.05	14	2017-03-08 22:45:00	2017-03-08 14:42:00
31	Cindy Abbott	Veteran	United States	Tanana	65.201	-152.0816	66	11.1	5.95	16	12.6	15	2017-03-09 03:23:00	2017-03-08 14:47:00
10	Roger Lee	Rookie	England	Tanana	65.201	-152.0816	66	10.87	6.07	16	15.55	12	2017-03-09 06:21:00	2017-03-08 14:48:00
55	Matthew Failor	Veteran	United States	Tanana	65.201	-152.0816	66	12.3	5.37	15	7.35	14	2017-03-08 22:15:00	2017-03-08 14:54:00
71	Larry Daugherty	Veteran	United States	Tanana	65.201	-152.0816	66	13.17	5.01	15	5.2	15	2017-03-08 20:27:00	2017-03-08 15:15:00
30	Ellen Halverson	Veteran	United States	Tanana	65.201	-152.0816	66	14.17	4.66	16	9.55	15	2017-03-09 04:21:00	2017-03-08 18:48:00
43	Jimmy Lebling	Rookie	United States	Tanana	65.201	-152.0816	66	12.18	5.42	15	8.02	15	2017-03-09 03:21:00	2017-03-08 19:20:00
29	Wade Marrs	Veteran	United States	Ruby	64.7386	-155.5011	119	17.55	6.78	16	25.47	15	2017-03-09 20:08:00	2017-03-08 18:40:00
18	Dallas Seavey	Veteran	United States	Ruby	64.7386	-155.5011	119	18.32	6.5	16	25.83	14	2017-03-09 21:16:00	2017-03-08 19:26:00
16	Mitch Seavey	Veteran	United States	Ruby	64.7386	-155.5011	119	18.68	6.37	16	4.02	16	NA	2017-03-08 20:00:00
24	Nicolas Petit	Veteran	United States	Ruby	64.7386	-155.5011	119	19.43	6.12	16	4.88	16	2017-03-09 01:59:00	2017-03-08 21:06:00
38	Joar Leifseth Ulsom	Veteran	Norway	Ruby	64.7386	-155.5011	119	19.3	6.17	14	3.08	14	NA	2017-03-08 21:27:00
9	Michelle Phillips	Veteran	Canada	Ruby	64.7386	-155.5011	119	20.38	5.84	16	8.05	15	2017-03-09 06:50:00	2017-03-08 22:47:00
37	Jessie Royer	Veteran	United States	Ruby	64.7386	-155.5011	119	19.68	6.05	16	8	16	2017-03-09 07:01:00	2017-03-08 23:01:00
25	Peter Kaiser	Veteran	United States	Ruby	64.7386	-155.5011	119	22.02	5.4	16	3.63	15	2017-03-09 02:46:00	2017-03-08 23:08:00
41	Aliy Zirkle	Veteran	United States	Ruby	64.7386	-155.5011	119	20.97	5.68	16	8.28	15	2017-03-09 07:40:00	2017-03-08 23:23:00
21	Richie Diehl	Veteran	United States	Ruby	64.7386	-155.5011	119	20.07	5.93	13	25.73	13	2017-03-10 01:15:00	2017-03-08 23:31:00
65	John Baker	Veteran	United States	Ruby	64.7386	-155.5011	119	21.6	5.51	15	8.03	15	2017-03-09 08:06:00	NA
13	Sebastien Vergnaud	Rookie	France	Ruby	64.7386	-155.5011	119	20.47	5.81	12	8.22	11	2017-03-09 08:46:00	NA
14	Ray Redington Jr.	Veteran	United States	Ruby	64.7386	-155.5011	119	19.87	5.99	14	4.03	14	2017-03-09 05:03:00	2017-03-09 01:01:00
64	Jason Mackey	Veteran	United States	Ruby	64.7386	-155.5011	119	21.05	5.65	16	3.62	15	2017-03-09 04:41:00	2017-03-09 01:04:00
15	Martin Buser	Veteran	United States	Ruby	64.7386	-155.5011	119	21.75	5.47	16	25.93	16	2017-03-10 03:02:00	2017-03-09 01:06:00
63	Noah Burmeister	Veteran	United States	Ruby	64.7386	-155.5011	119	22.52	5.28	16	8	15	2017-03-09 09:15:00	2017-03-09 01:15:00
5	Cody Strathe	Veteran	United States	Ruby	64.7386	-155.5011	119	19.73	6.03	16	6.35	14	2017-03-09 08:22:00	2017-03-09 02:01:00
45	Lars Monsen	Veteran	Norway	Ruby	64.7386	-155.5011	119	21.2	5.61	15	8.1	13	2017-03-09 10:33:00	2017-03-09 02:27:00
70	Robert Redington	Rookie	United States	Ruby	64.7386	-155.5011	119	19.53	6.09	15	5.5	15	2017-03-09 07:59:00	2017-03-09 02:29:00
52	Katherine Keith	Veteran	United States	Ruby	64.7386	-155.5011	119	22.32	5.33	14	8	14	2017-03-09 10:37:00	2017-03-09 02:37:00
50	Hugh Neff	Veteran	United States	Ruby	64.7386	-155.5011	119	20.58	5.78	14	0	14	2017-03-09 02:42:00	2017-03-09 02:42:00
32	Hans Gatt	Veteran	Canada	Ruby	64.7386	-155.5011	119	19.8	6.01	15	6.18	14	2017-03-09 09:06:00	2017-03-09 02:55:00
34	Jeff King	Veteran	United States	Ruby	64.7386	-155.5011	119	21.68	5.49	15	2.8	15	2017-03-09 05:48:00	2017-03-09 03:00:00
39	Ralph Johannessen	Veteran	Norway	Ruby	64.7386	-155.5011	119	20.33	5.85	14	4.43	14	2017-03-09 07:32:00	2017-03-09 03:06:00
11	Ketil Reitan	Veteran	United States	Ruby	64.7386	-155.5011	119	20.08	5.93	14	5.6	13	2017-03-09 08:46:00	2017-03-09 03:10:00
33	Mats Pettersson	Veteran	Sweden	Ruby	64.7386	-155.5011	119	21.3	5.59	15	5.38	14	2017-03-09 08:44:00	2017-03-09 03:21:00
69	Scott Smith	Veteran	United States	Ruby	64.7386	-155.5011	119	20.83	5.71	15	5.95	14	2017-03-09 09:25:00	2017-03-09 03:28:00
6	Linwood Fiedler	Veteran	United States	Ruby	64.7386	-155.5011	119	20.67	5.76	14	7.47	14	2017-03-09 11:37:00	2017-03-09 04:09:00
59	Ken Anderson	Veteran	United States	Ruby	64.7386	-155.5011	119	21.68	5.49	16	24.55	16	2017-03-10 04:56:00	2017-03-09 04:23:00
57	Paul Gebhardt	Veteran	United States	Ruby	64.7386	-155.5011	119	21.15	5.63	15	4.87	12	2017-03-09 09:17:00	2017-03-09 04:25:00
28	Jodi Bailey	Veteran	United States	Ruby	64.7386	-155.5011	119	20.38	5.84	16	6.3	16	2017-03-09 11:01:00	2017-03-09 04:43:00
27	Rick Casillo	Veteran	United States	Ruby	64.7386	-155.5011	119	21.12	5.64	16	25.53	15	2017-03-10 06:37:00	2017-03-09 05:05:00
2	Ryan Redington	Veteran	United States	Ruby	64.7386	-155.5011	119	24.6	4.84	13	3.27	12	2017-03-09 09:25:00	2017-03-09 06:09:00
62	Nathan Schroeder	Veteran	United States	Ruby	64.7386	-155.5011	119	21.32	5.58	16	6.13	16	2017-03-09 12:46:00	2017-03-09 06:38:00
44	Ramey Smyth	Veteran	United States	Ruby	64.7386	-155.5011	119	21.28	5.59	16	25	16	2017-03-10 08:07:00	2017-03-09 07:07:00
56	Melissa Stewart	Veteran	United States	Ruby	64.7386	-155.5011	119	25.32	4.7	15	6.23	15	2017-03-09 15:25:00	2017-03-09 09:11:00
60	Dave Branholm	Veteran	United States	Ruby	64.7386	-155.5011	119	22.7	5.24	15	24.77	14	2017-03-10 10:21:00	2017-03-09 09:35:00
66	Anna Berington	Veteran	United States	Ruby	64.7386	-155.5011	119	22.68	5.25	12	5.52	12	2017-03-09 15:49:00	2017-03-09 10:18:00
73	Kristy Berington	Veteran	United States	Ruby	64.7386	-155.5011	119	22.68	5.25	15	5.48	15	2017-03-09 15:48:00	2017-03-09 10:19:00
36	Allen Moore	Veteran	United States	Ruby	64.7386	-155.5011	119	24.28	4.9	16	6.25	16	2017-03-09 16:37:00	2017-03-09 10:22:00
26	Nicolas Vanier	Rookie	France	Ruby	64.7386	-155.5011	119	21.6	5.51	15	8	15	2017-03-09 19:07:00	2017-03-09 11:07:00
7	Laura Neese	Rookie	United States	Ruby	64.7386	-155.5011	119	26	4.58	14	8.35	14	2017-03-09 19:31:00	2017-03-09 11:10:00
20	Karin Hendrickson	Veteran	United States	Ruby	64.7386	-155.5011	119	23.9	4.98	13	5.52	12	2017-03-09 17:21:00	2017-03-09 11:50:00
46	Charley Bejna	Veteran	United States	Ruby	64.7386	-155.5011	119	21.15	5.63	15	7.13	15	2017-03-09 19:18:00	2017-03-09 12:10:00
51	Seth Barnes	Veteran	United States	Ruby	64.7386	-155.5011	119	23.8	5	15	4.85	15	2017-03-09 17:03:00	2017-03-09 12:12:00
22	DeeDee Jonrowe	Veteran	United States	Ruby	64.7386	-155.5011	119	20.27	5.87	15	8.17	15	2017-03-09 21:01:00	2017-03-09 12:51:00
40	Thomas Rosenbloom	Rookie	United States	Ruby	64.7386	-155.5011	119	23.18	5.13	15	6.33	15	2017-03-09 20:16:00	2017-03-09 13:56:00
48	Justin High	Rookie	United States	Ruby	64.7386	-155.5011	119	22.03	5.4	13	8.72	11	2017-03-09 23:13:00	2017-03-09 14:30:00
58	Monica Zappa	Veteran	United States	Ruby	64.7386	-155.5011	119	24.4	4.88	13	24.7	12	2017-03-10 15:37:00	2017-03-09 14:55:00
47	Paul Hansen	Rookie	United States	Ruby	64.7386	-155.5011	119	24.92	4.78	15	25.12	15	2017-03-10 16:37:00	2017-03-09 15:30:00
8	Ryan Anderson	Rookie	United States	Ruby	64.7386	-155.5011	119	27.6	4.31	11	39.07	10	2017-03-11 06:34:00	2017-03-09 15:30:00
19	Gunnar Johnson	Veteran	United States	Ruby	64.7386	-155.5011	119	29.55	4.03	15	6.45	14	2017-03-09 22:00:00	2017-03-09 15:33:00
12	Joe Carson	Rookie	United States	Ruby	64.7386	-155.5011	119	22.7	5.24	16	9.67	16	2017-03-10 01:48:00	2017-03-09 16:08:00
67	Trent Herbst	Veteran	United States	Ruby	64.7386	-155.5011	119	23.23	5.12	14	8.75	14	2017-03-10 01:13:00	2017-03-09 16:28:00
42	Zoya DeNure	Veteran	United States	Ruby	64.7386	-155.5011	119	21.93	5.43	15	9.03	15	2017-03-10 01:45:00	2017-03-09 16:43:00
35	Alan Eischens	Veteran	United States	Ruby	64.7386	-155.5011	119	20.97	5.68	16	8.72	16	2017-03-10 01:56:00	2017-03-09 17:13:00
17	Kristin Bacon	Veteran	United States	Ruby	64.7386	-155.5011	119	21.45	5.55	13	8.15	13	2017-03-10 01:40:00	2017-03-09 17:31:00
54	Geir Idar Hjelvik	Veteran	Norway	Ruby	64.7386	-155.5011	119	27.15	4.38	15	24.63	15	2017-03-10 18:15:00	2017-03-09 17:37:00
4	Misha Wiljes	Rookie	Czech Republic	Ruby	64.7386	-155.5011	119	23.3	5.11	14	8.77	14	2017-03-10 03:40:00	2017-03-09 18:54:00
71	Larry Daugherty	Veteran	United States	Ruby	64.7386	-155.5011	119	23.57	5.05	15	8.33	15	2017-03-10 04:21:00	2017-03-09 20:01:00
23	Mark Selland	Veteran	United States	Ruby	64.7386	-155.5011	119	26.58	4.48	14	0	NA	NA	2017-03-09 21:10:00
49	Justin Stielstra	Rookie	United States	Ruby	64.7386	-155.5011	119	24.93	4.77	15	7.23	14	2017-03-10 06:16:00	2017-03-09 23:02:00
72	Dave Delcourt	Rookie	United States	Ruby	64.7386	-155.5011	119	24.98	4.76	13	6.4	13	2017-03-10 05:53:00	2017-03-09 23:29:00
53	Peter Reuter	Rookie	United States	Ruby	64.7386	-155.5011	119	24.73	4.81	14	7.72	14	2017-03-10 07:20:00	2017-03-09 23:37:00
55	Matthew Failor	Veteran	United States	Ruby	64.7386	-155.5011	119	25.47	4.67	14	6.88	14	2017-03-10 06:36:00	2017-03-09 23:43:00
61	Michael Baker	Rookie	United States	Ruby	64.7386	-155.5011	119	25.05	4.75	14	6.1	14	2017-03-10 05:54:00	2017-03-09 23:48:00
31	Cindy Abbott	Veteran	United States	Ruby	64.7386	-155.5011	119	25.4	4.69	15	11.4	15	2017-03-10 16:11:00	2017-03-10 04:47:00
43	Jimmy Lebling	Rookie	United States	Ruby	64.7386	-155.5011	119	26.82	4.44	15	7.55	15	2017-03-10 13:43:00	2017-03-10 06:10:00
10	Roger Lee	Rookie	England	Ruby	64.7386	-155.5011	119	27.12	4.39	12	8.32	12	2017-03-10 17:47:00	2017-03-10 09:28:00
30	Ellen Halverson	Veteran	United States	Ruby	64.7386	-155.5011	119	34.77	3.42	15	6.82	15	2017-03-10 21:56:00	2017-03-10 15:07:00
16	Mitch Seavey	Veteran	United States	Galena	64.7322	-156.9352	50	5.55	9.01	16	2.72	16	2017-03-09 08:17:00	2017-03-09 05:34:00
38	Joar Leifseth Ulsom	Veteran	Norway	Galena	64.7322	-156.9352	50	5.93	8.43	14	25.17	14	2017-03-10 07:38:00	2017-03-09 06:28:00
24	Nicolas Petit	Veteran	United States	Galena	64.7322	-156.9352	50	5.43	9.2	16	8.02	16	2017-03-09 15:26:00	2017-03-09 07:25:00
25	Peter Kaiser	Veteran	United States	Galena	64.7322	-156.9352	50	6.02	8.31	15	25.77	15	2017-03-10 10:33:00	2017-03-09 08:47:00
14	Ray Redington Jr.	Veteran	United States	Galena	64.7322	-156.9352	50	5.75	8.7	14	25.97	13	2017-03-10 12:46:00	2017-03-09 10:48:00
64	Jason Mackey	Veteran	United States	Galena	64.7322	-156.9352	50	6.32	7.92	15	6.58	15	2017-03-09 17:35:00	2017-03-09 11:00:00
34	Jeff King	Veteran	United States	Galena	64.7322	-156.9352	50	6.38	7.83	15	25.3	14	2017-03-10 13:29:00	2017-03-09 12:11:00
9	Michelle Phillips	Veteran	Canada	Galena	64.7322	-156.9352	50	5.58	8.96	15	0.3	14	2017-03-09 12:43:00	2017-03-09 12:25:00
37	Jessie Royer	Veteran	United States	Galena	64.7322	-156.9352	50	5.48	9.12	16	0.2	16	2017-03-09 12:42:00	2017-03-09 12:30:00
50	Hugh Neff	Veteran	United States	Galena	64.7322	-156.9352	50	10.62	4.71	14	5.58	14	2017-03-09 18:54:00	2017-03-09 13:19:00
41	Aliy Zirkle	Veteran	United States	Galena	64.7322	-156.9352	50	5.88	8.5	15	25.07	14	2017-03-10 14:37:00	2017-03-09 13:33:00
39	Ralph Johannessen	Veteran	Norway	Galena	64.7322	-156.9352	50	6.18	8.09	14	0.17	14	2017-03-09 13:53:00	2017-03-09 13:43:00
